game_id,turn,hinter,target_player,hint_type,hint_value,cards_touched,playable_cards_touched,candidates_before,candidates_after,disambiguation_power,next_action_by_target,data_source,hinter_type,partner_type
1757365,55,e446b6c7fcd8e39e,clanker1,rank,4,2,1,18,10,0.4444444444444444,play,hanab_live,human,human
1757365,57,e446b6c7fcd8e39e,clanker1,rank,5,1,1,16,15,0.0625,play,hanab_live,human,human
1757366,0,27797c996dc95a07,ee915ff623ed43b2,rank,1,3,3,125,55,0.56,hint,hanab_live,human,human
1757366,1,ee915ff623ed43b2,27797c996dc95a07,rank,1,2,2,125,70,0.44,play,hanab_live,human,human
1757366,3,ee915ff623ed43b2,27797c996dc95a07,rank,2,1,1,90,60,0.3333333333333333,play,hanab_live,human,human
1757366,5,ee915ff623ed43b2,27797c996dc95a07,rank,4,1,0,80,55,0.3125,hint,hanab_live,human,human
1757366,6,27797c996dc95a07,ee915ff623ed43b2,color,0,2,0,53,28,0.4716981132075472,play,hanab_live,human,human
1757366,10,27797c996dc95a07,ee915ff623ed43b2,rank,4,1,0,65,37,0.4307692307692308,hint,hanab_live,human,human
1757366,11,ee915ff623ed43b2,27797c996dc95a07,color,2,4,2,75,18,0.76,play,hanab_live,human,human
1757366,13,ee915ff623ed43b2,27797c996dc95a07,rank,2,1,0,38,30,0.2105263157894736,play,hanab_live,human,human
1757366,17,ee915ff623ed43b2,27797c996dc95a07,color,2,2,1,69,44,0.3623188405797101,play,hanab_live,human,human
1757366,19,ee915ff623ed43b2,27797c996dc95a07,rank,1,1,1,64,43,0.328125,play,hanab_live,human,human
1757366,23,ee915ff623ed43b2,27797c996dc95a07,rank,1,1,0,81,59,0.2716049382716049,discard,hanab_live,human,human
1757366,25,ee915ff623ed43b2,27797c996dc95a07,rank,2,1,1,76,46,0.3947368421052631,play,hanab_live,human,human
